Type d'erreur	Erreur observée	Correction proposée	Fréquence dans l'échantillon	Frequence dans TGB	Date corpus	Date océrisation( voir gaël)	Remarque
Remplacement	rô|é	côté					
Remplacement	roisième	troisième					
Remplacement	Rom*	Rome					
Remplacement	ron	l’on					
Remplacement	ronslruelions	constructions					
Remplacement	Rotiiscliild	Rothschild					
Remplacement	rouutiue	romaine					
Remplacement	rsl	est					
Remplacement	rst	est					
Remplacement	rUniversité	l’Université					
Remplacement	s'adjoigtiit	s’adjoignit					
Remplacement	s'appli([ucrait	s’appliquerait					
Remplacement	s'appuvenl	s’appuyent					
Remplacement	s'csl	s’est					
Remplacement	s'élaldit	s’établit					
Remplacement	s'enfermei-	s’enfermer					
Remplacement	s'enl^vent	s’enlèvent					
Remplacement	s'i'-tait	s’était					
Remplacement	s'iissocie	s’associe					
Remplacement	s'im'tiail	s’initiait					
Remplacement	s'occupail	s’occupait					
Remplacement	s’alta(jue	s’attaque					
Remplacement	s’oll’rir	s’offrir					
Remplacement	"s""a|)piiquait"	s’appliquait					
Remplacement	s(îs	ses					
Remplacement	s*agir	s’agir					
Remplacement	s*écoule	s’écoule					
Remplacement	s*être	s’être					
Remplacement	s^in	soin					
Remplacement	s^rie	série					
Remplacement	S0C1I<:TÉ	SOCIÉTÉ					
Remplacement	sa-nglanls	sanglants					
Remplacement	Sa^lio	Saglio					
Remplacement	Sace	Face	5				
Remplacement	sace	face	2				
Remplacement	Saces	faces	2				
Remplacement	saces	faces	1				
Remplacement	sacrisier	sacrifier	1				
Remplacement	Saigon	Saïgon	595				
Remplacement	SAIGON	Saïgon	48				
Remplacement	sail	sait					
Remplacement	saim	faim	2				
Remplacement	Saim	faim	2				
Remplacement	SainteConstance	Sainte Constance					
Remplacement	sair	fair	2				
Remplacement	Saite	faite	1				
Remplacement	salaireque	salaire que					
Remplacement	Salaminc	Salamine					
Remplacement	salislait	satisfait					
Remplacement	sar	sur					
Remplacement	sarcophajre	sarcophage					
Remplacement	Sarkopliage	Sarkophage					
Remplacement	Satisfaction	satisfaction	2				
Remplacement	Satisfaire	satisfaire	2				
Remplacement	sausse	fausse	1				
Remplacement	Sausses	fausses	3				
Remplacement	sausses	fausses	1				
Remplacement	Saux	faux	14				
Concatenation	sav oir	savoir					
Remplacement	savantmemlre	savant membre					
Remplacement	SB	SE					
Remplacement	sbnt	sont					
Remplacement	sc	se					
Remplacement	scalpteur	sculpteur					
Concatenation	scep- tre	sceptre					
Remplacement	Sceuen	Scenen					
Remplacement	Schlicmann	Schliemann					
Remplacement	scienlifiipie	scientifique					
Remplacement	scienliliquc	scientifique					
Remplacement	scienliliquc,	scientifique,					
Remplacement	scienliliquc.	scientifique.					
Remplacement	ScUiemann	Schliemann					
Remplacement	sculcmcnl	seulement					
Remplacement	sculptdes	sculptées					
Remplacement	scventifiques^	scientifiques					
Remplacement	Sdinonte	Sélinonte					
Remplacement	Sdlinonte	Sélinonte					
Remplacement	Seinc-ct-Oise	Seine-et-Oise					
Remplacement	semboiteut	s’emboitent					
Remplacement	semhic	semble					
Remplacement	semlde	semble					
Remplacement	senlail	sentait					
Remplacement	seoiets	secrets					
Remplacement	seplembre)	septembre)					
Remplacement	Septinie	Septime					
Remplacement	sér.»e	série					
Remplacement	serai!	serait					
Remplacement	serrd	serré					
Remplacement	Sesorigines	Ses origines					
Remplacement	seuleniful	seulement					
Remplacement	seulplcr	sculpter					
Remplacement	sevaiL	serait					
Concatenation	si·pul« craies	sépulcrales					
Remplacement	Si/rie	Syrie					
Remplacement	si^clCj	siècle					
Remplacement	si^cle	siècle					
Remplacement	Siége	Siège	9				
Remplacement	siers	fiers	6				
Remplacement	sigiial^es	signalées					
Remplacement	signilicalif	significatif					
Remplacement	siiccessivemenl	successivement					
Remplacement	siiceédrtienl	succédaient					
Remplacement	Siiditalien	Süditalien					
Remplacement	SILLE	fille	1				
Remplacement	Sille	fille	1				
Remplacement	silles	filles	1				
Remplacement	Silles	filles	1				
Remplacement	silliouette	silhouette					
Remplacement	sillomuiicul	sillonaient					
Remplacement	silué	situé					
Remplacement	siml	seul					
Remplacement	Sine	sine	20				
Remplacement	sines	fines	4				
Remplacement	Sini	fini	3				
Remplacement	sini	fini	1				
Remplacement	sinit	finit	3				
Remplacement	sirent	firent	2				
Remplacement	siurait	saurait					
Remplacement	sla-luaire	statuaire					
Remplacement	slabililé	stabilité					
Remplacement	slabililé,	stabilité,					
Remplacement	slabililé.	stabilité.					
Remplacement	slahiae	statuae					
Remplacement	slriidurc	structure					
Remplacement	slructui-e	structure					
Remplacement	Sml-Ksl	Sud-Est					
Remplacement	snflisanimenl	suffisamment					
Remplacement	snns	sans					
Remplacement	soele	socle					
Remplacement	Soele	Socle					
Remplacement	soienl	soient					
Remplacement	soii'	soir					
Remplacement	soiivenl	souvent					
Remplacement	soil	soit					
Remplacement	soil,	soit,					
Remplacement	soixantedouze	soixante douze					
Remplacement	solidilé	solidité					
Remplacement	solidilé,	solidité,					
Remplacement	solidilé.	solidité.					
Remplacement	son!	sont					
Remplacement	sond	fond	5				
Remplacement	soni	sont					
Remplacement	sonl	sont					
Remplacement	sonL	sont					
Remplacement	soulèse	soulève					
Remplacement	soulfrances	souffrances					
Remplacement	soull’rir	souffrir					
Remplacement	souvenl	souvent					
Remplacement	speclaleurs	spectateurs					
Remplacement	squViuux	spéciaux					
Remplacement	STATUBH	STATUES					
Remplacement	Stephan!	Stephani					
Remplacement	stijle	style					
Remplacement	Strange	étrange					
Remplacement	STTLE	STYLE					
Remplacement	subsliluc	substitue					
Concatenation	suc cède	succède					
Concatenation	suc- cédané	succédané					
Concatenation	suc- cédé	succédé					
Concatenation	suc- céder	succéder					
Concatenation	suc- cès	succès					
Concatenation	suc- cès,	succès,					
Concatenation	suc- cès.	succès.					
Concatenation	suc- cesseur	successeur					
Concatenation	suc- cesseurs	successeurs					
Concatenation	suc- cesseurs,	successeurs,					
Concatenation	suc- cesseurs.	successeurs.					
Concatenation	suc- cessif.	successif,					
Concatenation	suc- cessifs	successifs					
Concatenation	suc- cession	succession					
Concatenation	suc- cessions	successions					
Concatenation	suc- cessions,	successions,					
Concatenation	suc- cessivement	successivement					
Concatenation	suc- cessives	successives					
Concatenation	suc- cessives,	successives,					
Concatenation	suc- cessivos	successives					
Concatenation	suc- comba	succomba					
Concatenation	suc- combe	succombe					
Concatenation	suc- combé	succombé					
Concatenation	suc- comber	succomber					
Concatenation	suc- comber,	succomber,					
Concatenation	suc. cesseur	successeur					
Remplacement	Sud-Ksl	Sud-Est					
Remplacement	sueoossivomonl	successivement					
Remplacement	suffi.sanle	suffisante					
Remplacement	suflisanle	suffisante					
Remplacement	suflisatile	suffisante					
Remplacement	sui-veiller	surveiller					
Remplacement	SUIETS	SUJETS					
Remplacement	suile	suite					
Remplacement	SUPÉRIBURB	SUPÉRIEURE					
Remplacement	superposilion	superposition					
Remplacement	suppleer	suppléer	2				
Remplacement	supposilion	supposition					
Remplacement	surloii!	surtout					
Remplacement	surlou!	surtout					
Remplacement	surloutcomme	surtout comme					
Remplacement	surtMit	surtout					
Remplacement	surtoul	surtout					
Remplacement	surtoutà	surtout à					
Remplacement	survien/lent	surviennent					
Remplacement	svslèine	système					
Remplacement	svslème	système					
Remplacement	symboli<jue.	symbolique.					
Remplacement	sympatliie	sympathie					
Remplacement	syslème	système					
Remplacement	syslènies	systèmes					
Remplacement	syslènu1	système					
Remplacement	t'phémères	éphémères					
Remplacement	t(uir	tour					
Remplacement	T^clat	l’éclat					
Remplacement	t^moin	témoin					
Remplacement	t^tes	têtes					
Remplacement	TAcadémie	l’Académie					
Remplacement	TAcropole	l’Acropole					
Remplacement	TAcropole 	l’Acropole					
Remplacement	Taffaiblissement	l’affaiblissement					
Remplacement	Taide	l’aide					
Remplacement	Taile	l’aile					
Remplacement	tainille	famille					
Remplacement	Taisant	faisant					
Remplacement	talens	talons	178				
Remplacement	Talens	talons	7				
Remplacement	TAlgide	l’Algide					
Remplacement	Tàme	l’âme					
Remplacement	Tamour	l’amour					
Remplacement	Tanat^re	Tanagre					
Remplacement	Tancienne	l’ancienne					
Remplacement	Tannée	l’année					
Remplacement	tantor	tantôt					
Remplacement	TApennin	l’Apennin					
Remplacement	Tapprovisionnementde	l’approvisionnement de					
Remplacement	Tarchaisme	l’archaïsme					
Remplacement	Tarchéologie	l’archéologie					
Remplacement	Tarchéologue	l’archéologue					
Remplacement	Tarchitecture	l’architecture					
Remplacement	Targile	l’argile					
Remplacement	Targument	l’argument					
Remplacement	Taristocratie	l’aristocratie					
Remplacement	Tarmée	l’armée					
Remplacement	Tart	l’art					
Remplacement	Taspect	l’aspect					
Remplacement	Tathena	l’Athéna					
Remplacement	taugra	tanagra					
Remplacement	taujours	toujours					
Remplacement	Tbcmislocle	Thémistocle					
Remplacement	TBRRB-CUITB	TERRE-CUITE					
Remplacement	Tdgard	l’égard					
Remplacement	tdmoignages	témoignages					
Remplacement	tdmoigne	témoigne					
Remplacement	Tdpoque	l’époque					
Remplacement	tdte	tête					
Remplacement	teclmi(|ue(1)	technique (1)					
Remplacement	tefle	telle					
Concatenation	tei'ini nerai	terminerai					
Remplacement	Teiiacotta-Relief	Terracotta-Relief					
Remplacement	TeiTet	l’effet					
Remplacement	têle	tête					
Remplacement	temj)s	temps					
Remplacement	templedela	temple de la					
Remplacement	Temploi	l’emploi					
Remplacement	tems	temps	837				
Remplacement	Tems	temps	8				
Remplacement	ten~es	terres					
Remplacement	Tépoque	l’époque					
Remplacement	Teriacottarelief	Terracottarelief					
Remplacement	terminde	terminée					
Remplacement	Terraeotten	Terracotten					
Remplacement	terre-euite	terre-cuite					
Remplacement	terre*cuite	terre-cuite					
Remplacement	Terrncottas	Terracottas					
Remplacement	terumique	céramique					
Remplacement	Tesprit	l’esprit					
Remplacement	tete	tête					
Remplacement	tète	tête					
Remplacement	tètes	têtes					
Remplacement	tètes,	têtes,					
Remplacement	tètes.	têtes.					
Remplacement	Texige	l’exige					
Remplacement	texlcs	textes					
Remplacement	thdorie	théorie					
Remplacement	thé	\tre					
Concatenation	thé \tre	théâtre					
Concatenation	théâ- tre	théâtre					
Remplacement	Thistoire	l’histoire					
Remplacement	Thydre	l’hydre					
Concatenation	ti- tre	titre					
Remplacement	tii'sor	trésor					
Remplacement	Tiiitcrieur	l’intérieur					
Remplacement	TILLE	VILLE					
Remplacement	tilles	filles					
Remplacement	Timage	l’image					
Remplacement	Timagination	l’imagination					
Remplacement	tin	fin					
Remplacement	Tindif-	l’indif-					
Remplacement	Tinfluence	l’influence					
Remplacement	Tinfluenoe	l’influence					
Remplacement	Tins-	l’ins-					
Remplacement	Tinstinct	l’instinct					
Remplacement	Tintroduction	l’introduction					
Remplacement	Tiris	l’iris					
Remplacement	TIRRRCUITR	TERRE-CUITE					
Remplacement	Tirschfeld	Hirschfeld					
Remplacement	Titalien	l’italien					
Remplacement	TKHMKS	TERMES					
Remplacement	tlfvons	devons					
Remplacement	tlian	than					
Remplacement	tliat	that					
Remplacement	tlie	the					
Remplacement	Tliistoire	l’histoire					
Remplacement	Tlnstitut	l’Institut					
Remplacement	TO^A€	TOME					
Remplacement	Tobjet	l’objet					
Remplacement	Tobscu-	l’obscu-					
Remplacement	tolerance	tolérance	1				
Remplacement	tomps	temps					
Remplacement	Toracle	l’oracle					
Remplacement	tôte	tête					
Remplacement	touchy	touché					
Remplacement	toujc'jurs	toujours					
Remplacement	Toulefnis	Toutefois					
Remplacement	toulefnis	toutefois					
Remplacement	Toulefnis,	Toutefois,					
Remplacement	TOULOUSB	TOULOUSE					
Remplacement	Tousces	Tous ces					
Remplacement	tousiours	toujours	88				
Remplacement	Tousiours	toujours	9				
Remplacement	Toutil	l’outil					
Remplacement	Toutillage	l’outillage					
Remplacement	tpie	que					
Remplacement	tpirhpics	Quelques-uns					
Remplacement	tracdes	tracées					
Remplacement	trancliée	tranchée					
Remplacement	transmel	transmet					
Remplacement	trd-	tré-					
Remplacement	Trdsor	Trésor					
Remplacement	TREIZltME	TREIZIÈME					
Remplacement	tres	très					
Remplacement	Tri/re	Trière					
Remplacement	Tricre	Trière					
Remplacement	trilobpé	trilobé					
Remplacement	Trivre	Trière					
Remplacement	troi/vera	trouvera					
Remplacement	Troiie	Troie					
Remplacement	trouné	trouvé					
Remplacement	Tun	l’un					
Remplacement	Tune	l’une					
Remplacement	Tunèbre	funèbre					
Remplacement	Tunèbres	funèbres					
Remplacement	Tusage	l’usage					
Remplacement	TuUius	Tullius					
Remplacement	u'élail	n’était					
Remplacement	ùbereinstimmung	übereinstimmung					
Remplacement	ûbergangsstiles	übergangsstiles					
Remplacement	ùberhaupt	überhaupt					
Remplacement	ûberhôrt	überhört					
Remplacement	ùbersetzt	übersetzt					
Remplacement	ûbersetzt	übersetzt					
Remplacement	ûbertragung	übertragung					
Remplacement	ûbrigen	übrigen					
Remplacement	ûbservations	observations					
Remplacement	ûebungen	uebungen					
Remplacement	Ueniente	Clemente					
Remplacement	ùenkmaeler	Denkmaeler					
Remplacement	ùeuzey	Heuzey					
Remplacement	üffentlichen	öffentlichen					
Remplacement	ügyptisches	ägyptisches					
Remplacement	ügyptisclzen	ägyptischen					
Remplacement	UI'CRIVAINS	D’ÉCRIVAINS					
Remplacement	UiNE	UNE					
Remplacement	Uist	Hist					
Remplacement	ùitellectuelle	intellectuelle					
Remplacement	ùjouter	ajouter					
Remplacement	uliliser	utiliser					
Remplacement	ülvmpie	olympie					
Remplacement	ùnderground	underground					
Remplacement	ùnepiècequi	une pièce qui					
Remplacement	Unirisszeichnung	Umrisszeichnung					
Remplacement	ùniversity	university					
Remplacement	uno	une					
Remplacement	unq	une					
Remplacement	uoelurne	nocturne					
Remplacement	Urgcschichtc	Urgeschichte					
Remplacement	Urgcschichtc;	Urgeschichte;					
Remplacement	ùsité	usité					
Remplacement	ûsterreich	österreich					
Remplacement	üsterreich	österreich					
Remplacement	ùsuels	usuels					
Remplacement	üthiopischen	öthiopischen					
Remplacement	ùtile	utile					
Remplacement	ùtilité	utilité					
Remplacement	UTIUM	LATIUM					
Remplacement	utjusie.	injuste					
Remplacement	ùtudié	étudié					
Remplacement	v^te-	vête-					
Remplacement	v^temens;	vêtements;					
Remplacement	VAcropole 	l’Acropole					
Remplacement	Valenlini	Valentini					
Remplacement	vanUT	vanter					
Remplacement	VArch3Sol	Archaeol					
Remplacement	varid	varié					
Remplacement	varietds	variétés					
Remplacement	Vart	L’art					
Remplacement	VArt	L’Art					
Remplacement	vascs	vases					
Remplacement	vasle	vaste					
Remplacement	Vautre	l’autre					
Remplacement	vccureBt	vécurent					
Remplacement	vdcu	vécu					
Remplacement	vé'rilahiement	véritablement					
Remplacement	vêlements	vêtements					
Concatenation	ven- tre	ventre					
Remplacement	venii'	venir					
Remplacement	venl	vent					
Remplacement	verity	vérité					
Remplacement	verln-al	vertical					
Remplacement	verln-al,	vertical,					
Remplacement	verln-al.	vertical.					
Remplacement	vermilion	vermillon					
Remplacement	veul	veut					
Remplacement	vfitue	vêtue					
Remplacement	VHistoire	L’Histoire					
Remplacement	Viclionn	Dictionn					
Remplacement	vicloire	victoire					
Remplacement	vicloire,	victoire,					
Remplacement	vicloire.	victoire.					
Remplacement	VILLB	VILLE					
Remplacement	Ville-lossc	Villefosse					
Remplacement	VILLfi	VILLE					
Remplacement	vme	Vme					
Remplacement	vmilu	voulu					
Remplacement	vn	Un	3473				
Remplacement	Vn	Un	395				
Remplacement	VN	Un	7				
Remplacement	vN	Un	1				
Remplacement	voeu	vœu	573				
Remplacement	Voeu	Vœu	6				
Remplacement	voii'	voir					
Remplacement	voilk	voilà					
Remplacement	volenté	volonté	5				
Remplacement	volentiers	volontiers	1				
Remplacement	Volsgues	Volsques					
Remplacement	voultlt-il	voulût-il					
Remplacement	vraiscmblahlemenl	vraisemblablement					
Remplacement	VUJliE	VILLE					
Remplacement	vuse	vase					
Remplacement	VUSÉE	MUSÉE					
Remplacement	Wcschera	Wescher a					
Remplacement	Wcsclier	Wescher					
Remplacement	Wcstreiches	Westreiches					
Remplacement	Weschcr	Wescher					
Remplacement	Xénoplion	Xénophon					
Remplacement	Xlau	Mau					
Remplacement	YILLB	VILLE					
Remplacement	Yirg	Virg					
Remplacement	Yulcain	Vulcain					
Remplacement	Zeittchr	Zeitschr					
Remplacement	1a	la					
Remplacement	1e	le					
Remplacement	1u	lu					
Remplacement	Gela	Cela					
Remplacement	Gomme	Comme					
Remplacement	Gomment	Comment					
Remplacement	môme	même					
Remplacement	mômes	mêmes					
